name|latitude|longitude
대구시청 작은도서관|35.87158732|128.6004829
대구시티센터|35.87094134|128.5981079
대구역전우체국|35.87484668|128.5976433
대구우체국|35.87143012|128.5918219
대구은행 북성로지점|35.87401351|128.5874227
대구은행 중앙로지점|35.87121512|128.5937805
대구제일중학교|35.86154603|128.5970936
성신직업전문학교|35.86921438|128.5901438
계성빌딩|35.86845257|128.5818337
계성중학교|35.86793508|128.5802492
곽병원|35.87083012|128.5886768
교동시장 공중화장실|35.87286661|128.5969948
교보생명 동성로사옥|35.87059708|128.5948168
교원빌딩|35.86567687|128.5946138
