name|latitude|longitude
달성군 논공면보건지소|35.774267|128.4201463
달성군 보건소|35.6948119|128.4403309
달성군 종합사회복지관|35.73040753|128.4518594
달성군노인복지관|35.7888974|128.4717664
달성군민체육센터|35.70169037|128.4418193
달성군도서관|35.7745414|128.4313244
달성군장애인복지관|35.7233173|128.4545652
달성군종합사회복지관_논공읍|35.7303037|128.4519198
달성군청|35.77464099|128.4314133
달성군청 민원실|35.7745414|128.4313244
달성군청(민원실)2|35.77464099|128.4314133
달성군청소년센터|35.7238941|128.4550625
달성군청소년센터 도서관|35.7238868|128.4551432
달성군청소년센터 본관|35.7238941|128.4550625
달성군청소년센터 체육관|35.7238941|128.4550625
달성문화원|35.6988635|128.4519976
달성문화회관|35.865567|128.460794
달성여성복지센터|35.7986108|128.4880551
달성열린중앙병원|35.7291609|128.4465095
달성우체국|35.6947522|128.4398593
달성주민건강증진센터|35.7895501|128.4712449
달성화원 군민독서실|35.803917|128.5007269
안심1동 행정복지센터|35.87039525|128.702108
도평동 행정복지센터|35.90997677|128.6501314
공산동 행정복지센터|35.94022976|128.6442061
방촌현대시장|35.88276134|128.6657683
효목시장|35.88291417|128.6427217
반야월종합시장|35.8724032|128.7024469
해안동 행정복지센터|35.88207943|128.6716768
신천4동 행정복지센터|35.87174589|128.6293094
평화시장|35.88115644|128.6152743
동대구로|35.87350894|128.6248163
동대구로|35.87110171|128.6249523
동대구로|35.87231913|128.624829
동대구로|35.87284194|128.6248221
동대구로|35.87421194|128.6248218
동대구로|35.8745271|128.6248796
동대구로|35.87543625|128.6251083
동촌유원지|35.88106468|128.6514007
동촌유원지|35.88023795|128.6526011
동촌유원지|35.88189536|128.6511307
동촌유원지|35.88290611|128.649234
동촌유원지|35.88251532|128.6498289
터미널먹거리촌|35.87564088|128.6290635
터미널먹거리촌|35.8734892|128.6285924
터미널먹거리촌|35.87231498|128.6290703
동대구역 광장|35.87943697|128.6287724
혁신도시 중앙공원|35.88094718|128.7341197
율하반계공원|35.86255724|128.6953288
율하체육공원|35.85992179|128.6928366
봉무공원|35.93635501|128.6440416
해오름재가노인복지센터|35.8858713|128.623806
